rank,hex_id,name,final_affluence_score,affluence_tier,spatial_relation,confidence_score,countable_family_tam,direct_family_tam,direct_total_units,direct_luxury_society_tam,conservative_50l_plus_family_tam,conservative_50l_plus_share_of_direct_tam,estimated_40l_plus_family_tam_linear_25_50_split,estimated_40l_plus_share_linear_25_50_split,nearby_family_tam_weighted_context,society_cluster_tam_weighted_context_not_counted,market_price_per_sqft,refined_budget_segment,premium_candidate_score,rental_yield_pct,yearly_appreciation_pct,society_score,society_cluster_score,hospital_score,market_score,sez_workplace_score,habitability_score,habitability_class,habitable_for_residential_tam,societies_direct_count,societies_nearby_count,society_cluster_project_count,hospitals_nearby_count,top_societies,top_hospitals,quality_flags
143,87618935effffff,Muttanalluru,35.2097,Low Evidence,low_evidence,0.6667,0.0,610.0,610.0,610.0,0.0,0.0,0.0,0.0,658.83,816.21,2700.0,Affordable,0.0,,,0.540652,0.585035,0.440045,0.265453,0.0,0.243307,low_building_evidence,True,3,5,11,24,"Nambiar Ellegenza (Elite Luxury, TAM 304) | Grand Lapalazzo (Ultra Luxury, TAM 160) | Mahidhara Harmony (Ultra Luxury, TAM 146) | Nambiar Bellezea (Elite Luxury, TAM 430) | 42 Mark One (Ultra Luxury, TAM 86)","Kauvery Hospitals (Ultra Premium, 23.0 min) | Belenus Champion Hospital (Ultra Premium, 18.2 min) | Manipal Hospital (Ultra Premium, 25.9 min) | Springleaf Healthcare (Ultra Premium, 19.9 min) | Sakra World Hospital (Ultra Premium, 28.1 min)",
144,87601696effffff,Gune Agrahara,34.8273,Low Evidence,low_evidence,0.7667,0.0,2281.0,2281.0,2281.0,0.0,0.0,0.0,0.0,2300.21,2371.38,,Mid-Segment,0.0,,,0.549881,0.517281,0.565581,0.131632,0.0,0.324775,sparse_habitable,True,4,6,12,47,"Enrich Garden city (Premium Luxury, TAM 2,000) | Enrich Kempegowda Enclave (Premium Luxury, TAM 110) | Enrich Kemegowda Enclave (Premium Luxury, TAM 107) | Sevenhills County (Premium Luxury, TAM 64) | Peacock Garden (Premium Luxury, TAM 94)","Maarga (Ultra Premium, 10.5 min) | Aveksha Hospital (Ultra Premium, 7.8 min) | Mind and Brain hospital (Ultra Premium, 15.2 min) | People Tree Hospitals (Ultra Premium, 19.5 min) | Aster CMI Hospital (Ultra Premium, 23.5 min)",
145,87601459effffff,Manjunatha Nagar,34.6999,Low Evidence,low_evidence,0.74,0.0,494.0,494.0,494.0,0.0,0.0,0.0,0.0,501.74,517.76,,Mid-Segment,0.014060441821285713,,,0.425775,0.331069,0.69691,0.223862,0.198916,0.839046,dense_habitable,True,1,3,3,61,"GM Infinite Daffodils (Premium Luxury, TAM 494) | Godrej Gold County (Elite Luxury, TAM 109) | Ramodayas Rajasri Mansion (Elite Luxury, TAM 6)","People Tree Hospitals (Ultra Premium, 9.4 min) | Prakriya Hospitals (Premium, 2.6 min) | Motherhood Hospital (Mid-Premium, 2.5 min) | SPARSH Hospital (Premium, 9.8 min) | Aster CMI Hospital (Ultra Premium, 22.1 min)",
146,876016928ffffff,Bagaluru,34.5641,Low Evidence,low_evidence,0.6667,0.0,577.0,577.0,577.0,0.0,0.0,0.0,0.0,1097.89,1912.98,,Mid-Segment,0.0,,,0.627504,0.764377,0.197267,0.09,0.0,0.263725,sparse_habitable,True,2,5,9,12,"Adarsh Palm Acres (Elite Luxury, TAM 500) | Vaishnavi Arsh Greens (Premium Luxury, TAM 77) | Northern Lights by Puravankara KVN (Elite Luxury, TAM 2,973) | Assetz Sora and Saki Phase 3 (Super Luxury, TAM 990) | Adithya Bharani Nest (Premium Luxury, TAM 153)","Maarga (Ultra Premium, 23.8 min) | Manipal Hospital (Super Premium, 18.8 min) | Regal Hospital (Super Premium, 19.8 min) | Cloudnine Hospital (Super Premium, 23.8 min) | K K Hospital (Super Premium, 23.0 min)",
147,87618926cffffff,Hullahalli,33.8278,Low Evidence,low_evidence,0.7333,0.0,73.0,73.0,73.0,0.0,0.0,0.0,0.0,78.29,340.5,,Premium,0.30323862165050347,,,0.293707,0.480218,0.542935,0.251587,0.47867,0.30566,sparse_habitable,True,1,2,4,45,"Ishana Hallmark Woods (Premium Luxury, TAM 73) | Rainbow Mayfair (Elite Luxury, TAM 62)","Kauvery Hospitals (Ultra Premium, 13.4 min) | Apollo Hospital (Ultra Premium, 19.4 min) | Fortis Hospital (Ultra Premium, 19.7 min) | Cloudnine Hospital - Electronics City (Super Premium, 8.7 min) | Springleaf Healthcare (Ultra Premium, 14.5 min)",
148,876014583ffffff,Sunkadakatte-Hegganahalli,33.2819,Low Evidence,low_evidence,0.68,0.0,120.0,120.0,120.0,0.0,0.0,0.0,0.0,120.0,120.0,3938.054794520548,Premium Candidate,0.1287168324858782,,8.7,0.246308,0.201743,0.684864,0.399473,0.429918,0.972976,dense_habitable,True,1,1,1,72,"Sai Ragavandras White Mados (Super Luxury, TAM 120)","People Tree Hospitals (Ultra Premium, 11.0 min) | SPARSH Hospital (Premium, 11.5 min) | Prakriya Hospitals (Premium, 10.5 min) | Aster CMI Hospital (Ultra Premium, 24.8 min) | Cloudnine Hospital (Super Premium, 9.1 min)",
149,8761892aaffffff,Bangalore East-Kannamangala,32.7509,Low Evidence,low_evidence,0.5833,0.0,63.0,63.0,63.0,0.0,0.0,0.0,0.0,299.04,884.06,3195.9459459459463,Affordable,0.0,4.0,30.2,0.448105,0.658908,0.125317,0.291882,0.0,0.633839,habitable,True,1,2,5,10,"Unique Feronia (Super Luxury, TAM 63) | Sobha One World (Ultra Luxury, TAM 3,484)","Aster Women & Children Hospital (Ultra Premium, 29.0 min) | Aster Whitefield Hospital (Ultra Premium, 29.0 min) | Altor Hospital (Super Premium, 21.4 min) | SRI RAM HOSPITAL (Ultra Premium, 23.0 min) | Hope Hospital (Premium, 18.9 min)",
150,8760145adffffff,Kengal Hanumanthaiah West-Kengeri,32.5706,Low Evidence,low_evidence,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.05,455.26,14000.0,Mixed/Diverse,0.4397527274460187,3.0,40.0,0.181534,0.542847,0.540397,0.677885,0.201409,0.677591,habitable,True,0,2,5,46,"VIP Global Paradise (Premium Luxury, TAM 201) | Linea Sunflower (Aspirational Premium, TAM 87)","Motherhood Hospital (Ultra Premium, 4.2 min) | SS Sparsh Hospital (Ultra Premium, 11.0 min) | Pathway Hospitals (Ultra Premium, 10.5 min) | Brains Super Speciality Hospital (Ultra Premium, 10.8 min) | Gleneagles Hospitals (Mid-Premium, 7.1 min)",no_direct_society_tam
151,876014582ffffff,Parvathi Nagar-Rajeshwarinagar,32.3225,Low Evidence,low_evidence,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,107.81,9211.9975399754,Mid-Segment,0.06423537928182692,1.0,12.1,0.075547,0.268284,0.783902,0.574191,0.43216,0.908968,dense_habitable,True,0,1,7,91,"Maruthi Nivas (Super Luxury, TAM 6)","People Tree Hospitals (Ultra Premium, 5.9 min) | SPARSH Hospital (Premium, 6.3 min) | Manipal Hospital Malleshwaram (Super Premium, 12.0 min) | Prakriya Hospitals (Premium, 7.6 min) | Aster CMI Hospital (Ultra Premium, 19.7 min)",no_direct_society_tam
152,87601691dffffff,Bangalore North,32.298,Low Evidence,low_evidence,0.5167,0.0,505.0,505.0,505.0,0.0,0.0,0.0,0.0,545.93,733.42,4600.0,Affordable,0.0,,,0.532695,0.558527,0.0,0.292268,0.0,0.129192,low_building_evidence,True,3,6,12,0,"Provident Deansgate (Super Luxury, TAM 288) | Merusri Sunscape (Ultra Luxury, TAM 76) | Provident Deansgate Phase 2 (Premium Luxury, TAM 141) | Sobha Lifestyle (Elite Luxury, TAM 165) | Sobha Oakshire (Elite Luxury, TAM 80)",,
153,8761892d5ffffff,Bande Bommasandra,32.2771,Low Evidence,low_evidence,0.5167,0.0,460.0,460.0,460.0,0.0,0.0,0.0,0.0,473.02,565.71,,Affordable,0.0,,,0.48825,0.500476,0.581194,0.053413,0.0,0.341841,sparse_habitable,True,1,2,5,50,"Prestige Augusta Golf Village (Elite Luxury, TAM 460) | Allure Avani (Elite Luxury, TAM 138)","Cloudnine Hospital - HRBR (Ultra Premium, 14.3 min) | Trilife Hospital (Ultra Premium, 16.7 min) | Shishuka Children's Specialty Hospital (Ultra Premium, 18.9 min) | IIGU Hospital-Indus Institute of Gastro Uro (Ultra Premium, 14.9 min) | Surgecare Super Speciality Hospital (Ultra Premium, 15.9 min)",
154,87618934effffff,Iggaluru,32.1172,Low Evidence,low_evidence,0.8533,0.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,66.28,221.73,4864.904472427269,Affordable,0.0,3.9769865392965693,11.4161094224924,0.267778,0.40627,0.291807,0.399594,0.454733,0.510423,habitable,True,1,4,7,13,"Royal Exotica (Premium Luxury, TAM 8) | Brigade Valencia (Super Luxury, TAM 779) | Fortuners Elixir (Premium Luxury, TAM 60) | Confident Astro (Premium Luxury, TAM 33)","Kauvery Hospitals (Ultra Premium, 17.2 min) | Mazumdar Shaw Medical Center (Premium, 5.1 min) | Springleaf Healthcare (Ultra Premium, 16.9 min) | Sri Sai Hospitals (Super Premium, 11.1 min) | Apollo Cradle & Children's Hospital (Super Premium, 20.0 min)",
155,876189264ffffff,Hyarandahalli-Hebbagodi,32.0204,Low Evidence,low_evidence,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.04,844.62,4125.258134490239,Mid-Segment,0.038473327176059904,2.0,,0.369365,0.546225,0.504093,0.35583,0.0,0.799543,dense_habitable,True,0,4,10,39,"Keya The Lake Terraces (Premium Luxury, TAM 387) | Prestige Sunrise Park Brichwood (Premium Luxury, TAM 864) | GM Elegance Tower 2  (Premium Luxury, TAM 1,302) | Prasiddhi Cloud 9 (Elite Luxury, TAM 110)","Kauvery Hospitals (Ultra Premium, 10.5 min) | Springleaf Healthcare (Ultra Premium, 10.1 min) | Mazumdar Shaw Medical Center (Premium, 6.9 min) | Cloudnine Hospital - Electronics City (Super Premium, 9.7 min) | Apollo Cradle & Children's Hospital (Super Premium, 13.2 min)",no_direct_society_tam
156,876189205ffffff,Kattariguppe,31.7579,Low Evidence,low_evidence,0.5667,0.0,70.0,70.0,70.0,0.0,0.0,0.0,0.0,108.95,467.98,6004.0,Mid-Segment,0.00011105252663307208,,,0.411129,0.536191,0.523977,0.385326,0.0,0.172041,low_building_evidence,True,1,3,6,25,"Vaishno Luxuria (Ultra Luxury, TAM 70) | Trendcon Aurelius (Ultra Luxury, TAM 221) | Between The Greens (Elite Luxury, TAM 147)","Belenus Champion Hospital (Ultra Premium, 17.2 min) | Sakra World Hospital (Ultra Premium, 23.1 min) | Kauvery Hospital (Ultra Premium, 20.6 min) | Aster Women & Children Hospital (Ultra Premium, 25.9 min) | RxDx Healthcare (Ultra Premium, 16.9 min)",
157,876014c93ffffff,Koppa-Harapanahalli,31.6635,Low Evidence,low_evidence,0.6933,0.0,255.0,255.0,255.0,0.0,0.0,0.0,0.0,255.0,319.05,3866.5853658536585,Affordable,0.0,,53.3,0.341291,0.357581,0.358764,0.264414,0.294634,0.342944,sparse_habitable,True,2,2,3,22,"Nandana Shelters (Premium Luxury, TAM 204) | Millennia Spring Woods (Premium Luxury, TAM 51)","Kauvery Hospitals (Ultra Premium, 18.1 min) | Vijayashree Hospitals (Super Premium, 7.5 min) | Cloudnine Hospital - Electronics City (Super Premium, 12.7 min) | Apollo Hospital (Ultra Premium, 25.1 min) | Fortis Hospital (Ultra Premium, 25.3 min)",
158,8760145a8ffffff,1st Block-5th Block,31.341,Low Evidence,low_evidence,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.16,12650.414634146342,Premium Candidate,0.3761432352486191,,49.80533333333334,0.061917,0.221132,0.621574,0.716747,0.372195,0.741794,habitable,True,0,0,2,65,,"Motherhood Hospital (Ultra Premium, 4.9 min) | Brains Super Speciality Hospital (Ultra Premium, 6.8 min) | SS Sparsh Hospital (Ultra Premium, 10.3 min) | People Tree Hospitals (Ultra Premium, 22.6 min) | Aster RV Hospital (Ultra Premium, 24.3 min)",no_direct_society_tam
159,8761892f0ffffff,Hirandahalli,30.9324,Low Evidence,low_evidence,0.7667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.06,632.32,,Affordable,0.0,,,0.331251,0.586999,0.575881,0.065164,0.204705,0.304157,sparse_habitable,True,0,2,13,49,"NG Avani Abode (Elite Luxury, TAM 333) | Concorde Eleve (Ultra Luxury, TAM 136)","Cloudnine Hospital - HRBR (Ultra Premium, 18.4 min) | Aster Women & Children Hospital (Ultra Premium, 19.5 min) | Aster Whitefield Hospital (Ultra Premium, 19.5 min) | Trilife Hospital (Ultra Premium, 20.8 min) | Kinder Women's Hospital and Fertility Centre (Ultra Premium, 18.6 min)",no_direct_society_tam
160,8761892deffffff,Kannuru,30.8013,Low Evidence,low_evidence,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,787.4,10050.0,Mid-Segment,0.18343069831517717,4.0,1.5,0.181548,0.648384,0.521216,0.620713,0.0,0.296199,sparse_habitable,True,0,0,13,45,,"Maarga (Ultra Premium, 18.5 min) | Trilife Hospital (Ultra Premium, 21.6 min) | Regal Hospital (Super Premium, 11.4 min) | Shishuka Children's Specialty Hospital (Ultra Premium, 18.7 min) | Cloudnine Hospital - HRBR (Ultra Premium, 22.4 min)",no_direct_society_tam
161,87601690dffffff,Chikkajala,30.3416,Low Evidence,low_evidence,0.6667,0.0,223.0,223.0,223.0,0.0,0.0,0.0,0.0,282.02,612.34,6500.0,Affordable,0.009788820790199881,,30.0,0.476923,0.574611,0.076032,0.322354,0.0,0.284453,sparse_habitable,True,3,5,9,6,"Preeti Iksa Ville (Ultra Luxury, TAM 150) | Preeti Aarna Ville (Super Luxury, TAM 45) | Vsl Srinidhi Greenwich (Premium Luxury, TAM 28) | Tulips Garden (Ultra Luxury, TAM 420) | N Appaji Gowda MSPPL Phase 2 (Premium Luxury, TAM 25)","Maarga (Ultra Premium, 27.4 min) | Manipal Hospital (Super Premium, 22.5 min) | Regal Hospital (Super Premium, 30.8 min) | K K Hospital (Super Premium, 26.7 min) | Ashwini Hospital (Ultra Premium, 24.7 min)",
162,876014591ffffff,Dasarahalli,30.329,Low Evidence,low_evidence,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.18,184.42,,Mid-Segment,0.0,,,0.237977,0.36175,0.773127,0.165632,0.363929,0.758517,dense_habitable,True,0,2,5,84,"Godrej Tiara (Elite Luxury, TAM 346) | 43 Privet Drive (Premium Luxury, TAM 204)","People Tree Hospitals (Ultra Premium, 4.1 min) | SPARSH Hospital (Premium, 4.5 min) | Prakriya Hospitals (Premium, 3.7 min) | Aster CMI Hospital (Ultra Premium, 17.9 min) | Manipal Hospital Malleshwaram (Super Premium, 12.0 min)",no_direct_society_tam
163,87618922bffffff,Gunjur,29.9746,Low Evidence,low_evidence,0.7667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437.61,2209.66,8685.0,Mid-Segment,0.09617058529348971,,11.900000000000002,0.548876,0.794778,0.694757,0.505169,0.321384,0.246054,low_building_evidence,False,0,7,22,56,"Abhee Aaria (Super Luxury, TAM 1,017) | Neobuild Mana Skanda The Right Life T145 (Ultra Luxury, TAM 592) | Abhee Eden Vista (Premium Luxury, TAM 1,100) | Neobuild The Right Life (Super Luxury, TAM 650) | Forest Province at Mana Skanda The Right Life (Ultra Luxury, TAM 526)","Belenus Champion Hospital (Ultra Premium, 7.2 min) | Manipal Hospital (Ultra Premium, 15.5 min) | Cloudnine Hospital (Ultra Premium, 16.8 min) | Sakra World Hospital (Ultra Premium, 18.1 min) | Kauvery Hospital (Ultra Premium, 15.7 min)",low_overture_building_habitability | no_direct_society_tam
164,87601451effffff,Hemmigepura,29.6751,Low Evidence,low_evidence,0.4933,0.0,169.0,169.0,82.0,0.0,0.0,0.0,0.0,169.0,169.47,9866.783783783783,Mid-Segment,0.08871320326814561,,19.8,0.29259,0.21398,0.338105,0.630675,0.0,0.384048,sparse_habitable,True,2,2,3,25,"Sai Samrudhi Veda Vilasa (Elite Luxury, TAM 82) | Linea Sunflower (Aspirational Premium, TAM 87)","Pathway Hospitals (Ultra Premium, 15.8 min) | Motherhood Hospital (Ultra Premium, 19.9 min) | DHEE Hospitals (Ultra Premium, 19.5 min) | SS Sparsh Hospital (Ultra Premium, 20.9 min) | Astra Superspeciality Hospital (Super Premium, 22.3 min)",
165,876014580ffffff,Kottegepalya,29.1599,Low Evidence,low_evidence,0.7167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.31,217.97,,Premium,0.3811584438165616,,,0.149813,0.335031,0.772802,0.196753,0.463286,0.807011,dense_habitable,True,0,1,5,100,"Sai Ragavandras White Mados (Super Luxury, TAM 120)","People Tree Hospitals (Ultra Premium, 9.4 min) | Manipal Hospital Malleshwaram (Super Premium, 11.9 min) | RxDx Healthcare (Ultra Premium, 11.0 min) | SPARSH Hospital (Premium, 9.8 min) | Cloudnine Hospital (Super Premium, 4.5 min)",no_direct_society_tam
166,876189350ffffff,Modihalli,29.1452,Low Evidence,low_evidence,0.7667,0.0,213.0,213.0,213.0,0.0,0.0,0.0,0.0,256.86,430.68,,Mid-Segment,0.0,,,0.452885,0.510632,0.094381,0.09,0.368656,0.341688,sparse_habitable,True,1,3,8,3,"JRC Palladio (Elite Luxury, TAM 213) | ATCO LA VIVANT (Ultra Luxury, TAM 521) | JRC Kanso (Ultra Luxury, TAM 122)","Belenus Champion Hospital (Ultra Premium, 24.3 min) | Sri Sai Hospitals (Super Premium, 18.8 min) | Mazumdar Shaw Medical Center (Premium, 28.5 min)",
167,8760145aeffffff,Jnana Bharathi Ward-Vinayaka Layout,29.0196,Low Evidence,low_evidence,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.72,303.36,,Affordable,0.08521643829053276,,,0.239101,0.464258,0.73436,0.119321,0.228281,0.478748,sparse_habitable,True,0,2,7,96,"Sattva Aaranya (Ultra Luxury, TAM 418) | Sri Sailam (Ultra Luxury, TAM 22)","Brains Super Speciality Hospital (Ultra Premium, 1.0 min) | SS Sparsh Hospital (Ultra Premium, 7.7 min) | Motherhood Hospital (Ultra Premium, 10.7 min) | Aster RV Hospital (Ultra Premium, 20.6 min) | Kusuma Hospital (Ultra Premium, 12.3 min)",no_direct_society_tam
168,876014518ffffff,Kambipura,28.7548,Low Evidence,low_evidence,0.55,0.0,441.0,441.0,441.0,0.0,0.0,0.0,0.0,441.0,457.76,3594.607548043529,Affordable,8.380569860831484e-05,3.9472578763127184,26.4,0.404602,0.276255,0.306495,0.335247,0.0,0.453179,sparse_habitable,True,1,1,3,17,"SBR Global Queens Ville (Premium Luxury, TAM 441)","Motherhood Hospital (Ultra Premium, 13.6 min) | Pathway Hospitals (Ultra Premium, 18.3 min) | SS Sparsh Hospital (Ultra Premium, 20.4 min) | Brains Super Speciality Hospital (Ultra Premium, 20.6 min) | DHEE Hospitals (Ultra Premium, 29.4 min)",
169,876189359ffffff,Kommasandra-Kitthiganahalli,28.7364,Low Evidence,low_evidence,0.7,0.0,33.0,33.0,33.0,0.0,0.0,0.0,0.0,57.68,234.1,5177.712930604093,Affordable,0.02647451819930813,3.0,13.717346938775512,0.271308,0.417221,0.501423,0.428205,0.0,0.513976,habitable,True,2,3,6,37,"Jain Veracruz (Premium Luxury, TAM 27) | Vijay nest (Super Luxury, TAM 6) | Purva Silversky (Elite Luxury, TAM 356)","Kauvery Hospitals (Ultra Premium, 13.2 min) | Springleaf Healthcare (Ultra Premium, 8.4 min) | Manipal Hospital (Ultra Premium, 23.9 min) | Sakra World Hospital (Ultra Premium, 26.0 min) | Cloudnine Hospital (Ultra Premium, 25.2 min)",
170,876014526ffffff,Tharalu,28.2558,Low Evidence,low_evidence,0.4467,0.0,174.0,174.0,174.0,0.0,0.0,0.0,0.0,174.0,174.0,,Premium,0.55,,,0.282924,0.245532,0.179165,0.258049,0.558469,0.105869,low_building_evidence,True,1,1,1,3,"Vaishnavi Temple Trees (Super Luxury, TAM 174)","DHEE Hospitals (Ultra Premium, 25.1 min) | Astra Superspeciality Hospital (Super Premium, 27.8 min) | Vijayashree Hospitals (Super Premium, 31.1 min)",
171,876014593ffffff,Shettihalli-Abbigere,27.8858,Low Evidence,low_evidence,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.94,135.09,8059.622238061296,Affordable,0.07972659187205444,,22.603016591251887,0.072587,0.257556,0.699194,0.471798,0.317875,0.535409,habitable,True,0,1,4,68,"Riteway (Ultra Luxury, TAM 52)","People Tree Hospitals (Ultra Premium, 10.8 min) | Aveksha Hospital (Ultra Premium, 6.2 min) | Aster CMI Hospital (Ultra Premium, 16.5 min) | Smiles Institute of Gastroenterology (Ultra Premium, 9.9 min) | Mind and Brain hospital (Ultra Premium, 14.6 min)",no_direct_society_tam
172,876014585ffffff,Mallathahalli-Srigandada Kaval,27.274,Low Evidence,low_evidence,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.69,235.98,15000.0,Mid-Segment,0.296704236592678,2.0,13.199999999999998,0.104719,0.315662,0.730145,0.611328,0.0,0.894079,dense_habitable,True,0,1,5,93,"Akshaya Sai Balaji Lake View Curve (Premium Luxury, TAM 100)","People Tree Hospitals (Ultra Premium, 14.9 min) | Cloudnine Hospital (Super Premium, 1.5 min) | Brains Super Speciality Hospital (Ultra Premium, 6.5 min) | SS Sparsh Hospital (Ultra Premium, 12.2 min) | Motherhood Hospital (Ultra Premium, 15.9 min)",no_direct_society_tam
173,876014516ffffff,Subramanyapura,26.4456,Low Evidence,low_evidence,0.7333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71,391.94,4483.366972477064,Mid-Segment,0.0,,24.3,0.15063,0.524659,0.718916,0.368719,0.0,0.577031,habitable,True,0,3,14,84,"Divine Apartments (Elite Luxury, TAM 6) | Shri Lalitha (Super Luxury, TAM 6) | Vasista Apartments (Premium Luxury, TAM 9)","DHEE Hospitals (Ultra Premium, 6.3 min) | Pathway Hospitals (Ultra Premium, 3.7 min) | Astra Superspeciality Hospital (Super Premium, 7.0 min) | Aster RV Hospital (Ultra Premium, 15.7 min) | SS Sparsh Hospital (Ultra Premium, 9.4 min)",no_direct_society_tam
174,876014598ffffff,Manjunatha Nagar-Dodda Bidarakallu,25.7387,Low Evidence,low_evidence,0.5333,0.0,109.0,109.0,109.0,0.0,0.0,0.0,0.0,109.0,152.56,,Mid-Segment,0.0,,,0.329724,0.284143,0.587272,0.209337,0.0,0.599329,habitable,True,1,1,4,35,"Godrej Gold County (Elite Luxury, TAM 109)","Prakriya Hospitals (Premium, 5.8 min) | People Tree Hospitals (Ultra Premium, 17.6 min) | Aster CMI Hospital (Ultra Premium, 27.3 min) | Raghavendra People Tree Hospital (Mid-Premium, 7.6 min) | Smiles Institute of Gastroenterology (Ultra Premium, 20.6 min)",
175,87618935dffffff,Hellalige,25.6497,Low Evidence,low_evidence,0.5867,0.0,110.0,110.0,110.0,0.0,0.0,0.0,0.0,185.25,337.22,,Mid-Segment,0.0,,,0.365742,0.461118,0.336684,0.145149,0.0,0.340328,sparse_habitable,True,2,4,7,17,"Azven The Cove (Ultra Luxury, TAM 50) | Fortuners Elixir (Premium Luxury, TAM 60) | Concorde Abode 99 (Elite Luxury, TAM 159) | Brigade Valencia (Super Luxury, TAM 779)","Kauvery Hospitals (Ultra Premium, 17.2 min) | Mazumdar Shaw Medical Center (Premium, 5.1 min) | Springleaf Healthcare (Ultra Premium, 16.9 min) | Sri Sai Hospitals (Super Premium, 10.8 min) | Belenus Champion Hospital (Ultra Premium, 22.9 min)",
176,87601692bffffff,Maranayakanahalli,24.498,Low Evidence,low_evidence,0.7667,0.0,153.0,153.0,153.0,0.0,0.0,0.0,0.0,252.53,536.7,,Affordable,0.0,,,0.385334,0.505929,0.202585,0.061882,0.0,0.21849,low_building_evidence,True,1,6,10,12,"Adithya Bharani Nest (Premium Luxury, TAM 153) | AWHO Yelahanka Part A (Premium Luxury, TAM 400) | Adarsh Palm Acres (Elite Luxury, TAM 500) | Assetz Earth and Essence (Elite Luxury, TAM 220) | Vaishnavi Arsh Greens (Premium Luxury, TAM 77)","Maarga (Ultra Premium, 21.3 min) | Manipal Hospital (Super Premium, 16.4 min) | Regal Hospital (Super Premium, 18.1 min) | Cloudnine Hospital (Super Premium, 22.5 min) | K K Hospital (Super Premium, 20.6 min)",
177,876189261ffffff,Bangipura,24.4192,Low Evidence,low_evidence,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.27,697.83,,Mid-Segment,0.0,,,0.249672,0.524149,0.617264,0.151651,0.031409,0.361274,sparse_habitable,True,0,3,13,58,"Sri Vidhathri Enclave (Premium Luxury, TAM 56) | Manyata Silverwoods (Premium Luxury, TAM 227) | Royal Developers And Promoters Sri Krishna Avenue (Premium Luxury, TAM 82)","Kauvery Hospitals (Ultra Premium, 9.3 min) | Cloudnine Hospital - Electronics City (Super Premium, 3.9 min) | Springleaf Healthcare (Ultra Premium, 10.4 min) | Apollo Hospital (Ultra Premium, 19.5 min) | Fortis Hospital (Ultra Premium, 19.7 min)",no_direct_society_tam
178,876016942ffffff,Adde Viswanathapura,24.3441,Low Evidence,low_evidence,0.4267,0.0,246.0,246.0,246.0,0.0,0.0,0.0,0.0,246.0,249.96,3750.0,Affordable,0.0,,,0.330479,0.288011,0.125194,0.317751,0.0,0.260898,sparse_habitable,True,2,2,3,10,"Prestige Oasis (Elite Luxury, TAM 182) | Scioni Villa Rica (Premium Luxury, TAM 64)","Maarga (Ultra Premium, 18.7 min) | Manipal Hospital (Super Premium, 23.9 min) | Aveksha Hospital (Ultra Premium, 27.3 min) | K K Hospital (Super Premium, 19.3 min) | Sparsh Hospital (Premium, 23.2 min)",
179,87601696dffffff,Abbigere,23.7547,Low Evidence,low_evidence,0.4933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,140.82,,Premium,0.2561078456427293,,,0.224348,0.262209,0.636708,0.299192,0.0,0.613763,habitable,True,0,2,3,51,"GM Infinite Daffodils (Premium Luxury, TAM 494) | Riteway (Ultra Luxury, TAM 52)","People Tree Hospitals (Ultra Premium, 13.7 min) | Aveksha Hospital (Ultra Premium, 7.6 min) | Aster CMI Hospital (Ultra Premium, 20.5 min) | Prakriya Hospitals (Premium, 8.7 min) | Sparsh Hospital (Premium, 5.1 min)",no_direct_society_tam
