rank,hex_id,name,final_affluence_score,affluence_tier,spatial_relation,confidence_score,countable_family_tam,direct_family_tam,direct_total_units,direct_luxury_society_tam,conservative_50l_plus_family_tam,conservative_50l_plus_share_of_direct_tam,estimated_40l_plus_family_tam_linear_25_50_split,estimated_40l_plus_share_linear_25_50_split,nearby_family_tam_weighted_context,society_cluster_tam_weighted_context_not_counted,market_price_per_sqft,refined_budget_segment,premium_candidate_score,rental_yield_pct,yearly_appreciation_pct,society_score,society_cluster_score,hospital_score,market_score,sez_workplace_score,habitability_score,habitability_class,habitable_for_residential_tam,societies_direct_count,societies_nearby_count,society_cluster_project_count,hospitals_nearby_count,top_societies,top_hospitals,quality_flags
60,87618921bffffff,Kurudusonnenahalli,60.1435,Upper-Mid / Emerging Affluence,local_signal,0.9333,0.0,4191.0,4191.0,4191.0,0.0,0.0,0.0,0.0,4300.49,6619.84,3461.395348837209,Affordable,0.0,,,0.762964,0.943987,0.69969,0.155844,0.600332,0.477505,sparse_habitable,True,9,24,79,57,"Skylark Ithaca (Super Luxury, TAM 2,600) | Trendsquares World Of Gardens (Premium Luxury, TAM 648) | Radiant Silver Bell 2 (Ultra Luxury, TAM 80) | Ravoos Nandan (Super Luxury, TAM 164) | Shriram Blue (Luxury, TAM 471)","Aster Women & Children Hospital (Ultra Premium, 10.1 min) | Aster Whitefield Hospital (Ultra Premium, 10.1 min) | Kinder Women's Hospital and Fertility Centre (Ultra Premium, 9.1 min) | RxDx Healthcare (Ultra Premium, 11.8 min) | Cloudnine Hospital - Whitefield (Ultra Premium, 18.7 min)",
61,8761892ebffffff,Lingarajpura-Aruna Asif Ali Ward,59.8954,Upper-Mid / Emerging Affluence,local_signal,1.0,0.0,892.0,892.0,892.0,0.0,0.0,0.0,0.0,1052.76,1448.77,5984.770857814336,Mid-Segment,0.11146556537441288,4.0,10.4,0.6304,0.687081,0.911338,0.470117,0.503545,0.993801,dense_habitable,True,84,154,189,157,"The Address (Ultra Luxury, TAM 32) | Excellency Davis (Ultra Luxury, TAM 30) | Sunbeam Apartments (Ultra Luxury, TAM 21) | Alpine Chermeal Manor (Ultra Luxury, TAM 18) | Regency Clementus (Ultra Luxury, TAM 16)","Trilife Hospital (Ultra Premium, 6.8 min) | Manipal Hospital, Millers Road ( Vikram Hospitals ) (Ultra Premium, 8.0 min) | Shishuka Children's Specialty Hospital (Ultra Premium, 5.7 min) | Cloudnine Hospital - HRBR (Ultra Premium, 9.4 min) | Vikram Aura Hospital (Ultra Premium, 11.2 min)",
62,8761892e1ffffff,Uday Nagar-G.M Palya,59.7895,Upper-Mid / Emerging Affluence,local_signal,1.0,0.0,1325.0,1325.0,1325.0,0.0,0.0,0.0,0.0,1498.3,2046.31,4798.531645569621,Mixed - Affordable leaning,0.006242694071243168,4.60233918128655,16.4,0.65626,0.750984,0.876023,0.38904,0.56388,0.964777,dense_habitable,True,5,18,42,122,"Puravankara Purva Seasons (Ultra Luxury, TAM 660) | August Park (Ultra Luxury, TAM 158) | Sattva Magnificia (Elite Luxury, TAM 244) | Gopalan Celestial Green (Premium Luxury, TAM 182) | Brigade Paramount (Super Luxury, TAM 81)","Cloudnine Hospital - Whitefield (Ultra Premium, 5.7 min) | Manipal Hospitals Old Airport Road (Ultra Premium, 10.7 min) | Cloudnine Hospital - HRBR (Ultra Premium, 10.7 min) | Trilife Hospital (Ultra Premium, 13.0 min) | Vikram Aura Hospital (Ultra Premium, 14.1 min)",
63,876189252ffffff,Jeevan Bhimanagar-L.B Shastri Nagar,59.7587,Upper-Mid / Emerging Affluence,local_signal,1.0,0.0,1678.0,1678.0,1678.0,0.0,0.0,0.0,0.0,1793.79,2752.97,5873.975257731958,Affordable,0.0974360936947182,2.0,67.3,0.684082,0.812465,0.896376,0.388052,0.476695,0.919233,dense_habitable,True,18,28,79,134,"Godrej Athena (Ultra Luxury, TAM 300) | SVS Krishna Ikon (Ultra Luxury, TAM 198) | Adithya Soigne (Elite Luxury, TAM 260) | Fern Saroj (Ultra Luxury, TAM 142) | Mahaveer Sanctum Annex (Ultra Luxury, TAM 124)","Manipal Hospitals Old Airport Road (Ultra Premium, 4.7 min) | Cloudnine Hospital - Whitefield (Ultra Premium, 6.4 min) | Sakra World Hospital (Ultra Premium, 13.5 min) | Manipal Clinic Indiranagar (Ultra Premium, 7.9 min) | Vikram Aura Hospital (Ultra Premium, 14.8 min)",
64,876189270ffffff,Halanayakanahalli,59.6968,Upper-Mid / Emerging Affluence,local_signal,0.8667,0.0,1399.0,1399.0,894.0,0.0,0.0,0.0,0.0,2107.93,4422.96,5460.0,Mid-Segment,0.0,4.0,5.2,0.725562,0.907858,0.745854,0.368091,0.414668,0.366973,sparse_habitable,True,4,23,56,72,"JRC Wild Woods (Ultra Luxury, TAM 582) | LGCL New Life (Elite Luxury, TAM 108) | Assetz Inspira Melodies of Life Apartments (Premium Luxury, TAM 204) | Ahad Excellencia (Aspirational Premium, TAM 505) | Skanda Avani (Elite Luxury, TAM 376)","Manipal Hospital (Ultra Premium, 10.6 min) | Sakra World Hospital (Ultra Premium, 12.7 min) | Cloudnine Hospital (Ultra Premium, 11.9 min) | Belenus Champion Hospital (Ultra Premium, 8.3 min) | Apollo Clinic (Ultra Premium, 12.8 min)",
65,8761892e0ffffff,Garudachar Palya,59.6135,Upper-Mid / Emerging Affluence,local_signal,1.0,0.0,3108.0,3108.0,3108.0,0.0,0.0,0.0,0.0,3274.76,4053.09,,Affordable,0.02399380621928551,,,0.732287,0.848418,0.844402,0.115847,0.665522,0.824088,dense_habitable,True,14,20,44,101,"Brigade Metropolis (Ultra Luxury, TAM 1,608) | Rohan Avriti (Elite Luxury, TAM 221) | Ncc Ivory Heights (Super Luxury, TAM 288) | Avriti (Super Luxury, TAM 221) | Trifecta Starlight (Super Luxury, TAM 172)","Kinder Women's Hospital and Fertility Centre (Ultra Premium, 4.3 min) | RxDx Healthcare (Ultra Premium, 7.5 min) | Aster Women & Children Hospital (Ultra Premium, 9.6 min) | Aster Whitefield Hospital (Ultra Premium, 9.6 min) | Cloudnine Hospital - Whitefield (Ultra Premium, 10.4 min)",
66,876189203ffffff,Hagaduru,59.2889,Upper-Mid / Emerging Affluence,local_signal,0.7667,0.0,1826.0,1826.0,1826.0,0.0,0.0,0.0,0.0,2529.34,5333.01,4580.0,Mid-Segment,0.0,3.0,,0.731576,0.94587,0.609941,0.322524,0.539034,0.383273,sparse_habitable,True,13,62,160,36,"Saranya Shantiniketan (Super Luxury, TAM 292) | Saranya Shanthinikethan (Super Luxury, TAM 292) | Goyal Orchid Whitefield (Premium Luxury, TAM 492) | Isha Brindavan (Super Luxury, TAM 185) | Nishant Prime (Super Luxury, TAM 159)","Aster Women & Children Hospital (Ultra Premium, 15.6 min) | Aster Whitefield Hospital (Ultra Premium, 15.6 min) | Kauvery Hospital (Ultra Premium, 13.2 min) | RxDx Healthcare (Ultra Premium, 9.5 min) | Cloudnine Hospital (Super Premium, 7.8 min)",
67,8761892ecffffff,Indiranagar,59.2583,Upper-Mid / Emerging Affluence,local_signal,1.0,0.0,817.0,817.0,817.0,0.0,0.0,0.0,0.0,958.27,2222.93,6147.672199170124,Premium Candidate,0.1825174293657914,2.0,15.0,0.642325,0.798977,0.919745,0.48276,0.389575,0.927839,dense_habitable,True,19,50,105,157,"Marvel Viento (Elite Luxury, TAM 368) | Jain Santa Fe (Premium Luxury, TAM 206) | Aratt The Aeris Residences (Elite Luxury, TAM 70) | Laa Royal Manor (Elite Luxury, TAM 30) | Reach for The Sky Apartment (Ultra Luxury, TAM 12)","Manipal Hospitals Old Airport Road (Ultra Premium, 5.6 min) | Cloudnine Hospital - Whitefield (Ultra Premium, 4.6 min) | Vikram Aura Hospital (Ultra Premium, 10.2 min) | Manipal Clinic Indiranagar (Ultra Premium, 4.2 min) | YOS Sports Health Specialists (Ultra Premium, 3.5 min)",
68,876189258ffffff,A Adugodi-Lakkasandra,59.2386,Upper-Mid / Emerging Affluence,local_signal,1.0,0.0,895.0,895.0,895.0,0.0,0.0,0.0,0.0,1050.23,2151.02,5430.028524857375,Mixed - Affordable leaning,0.13331950741302015,2.0,30.56530612244898,0.646674,0.792952,0.92238,0.430535,0.407807,0.939476,dense_habitable,True,9,52,168,173,"Prestige Acropolis (Elite Luxury, TAM 487) | Esteem Splendor (Ultra Luxury, TAM 125) | ansal krishna (Ultra Luxury, TAM 120) | Esteem Splendor (Ultra Luxury, TAM 49) | Sobha Morzaria Grandeur (Elite Luxury, TAM 40)","Vikram Aura Hospital (Ultra Premium, 6.3 min) | Cloudnine Hospital - Jayanagar (Ultra Premium, 7.0 min) | Apollo Spectra Hospitals (Ultra Premium, 6.5 min) | Aster RV Hospital (Ultra Premium, 9.4 min) | Sita Bhateja Specialty Hospital (Ultra Premium, 5.4 min)",
69,876189243ffffff,Kodi Chikkanahalli,59.0193,Upper-Mid / Emerging Affluence,local_signal,1.0,0.0,659.0,659.0,659.0,0.0,0.0,0.0,0.0,927.97,1796.47,5740.27696793003,Mixed/Diverse,0.10485395647521527,2.0,27.7,0.602258,0.753614,0.890229,0.441624,0.53978,0.885829,dense_habitable,True,7,20,52,126,"Kolte Patil Inception (Ultra Luxury, TAM 438) | SNN Raj Bay Vista (Elite Luxury, TAM 120) | Mytri Apartment (Premium Luxury, TAM 70) | JP Villa (Ultra Luxury, TAM 8) | Shravanthi Castle (Ultra Luxury, TAM 7)","Apollo Hospital (Ultra Premium, 4.2 min) | Aster RV Hospital (Ultra Premium, 6.2 min) | Fortis Hospital (Ultra Premium, 6.7 min) | Cadabams Hospitals (Ultra Premium, 5.0 min) | Chirag Global Hospitals (Ultra Premium, 2.5 min)",
70,8760145a4ffffff,Padmanabhanagara-Kathriguppe,58.39,Upper-Mid / Emerging Affluence,local_signal,1.0,0.0,261.0,261.0,261.0,0.0,0.0,0.0,0.0,397.99,1405.37,9247.72621641249,Premium,0.3303534975916167,1.3433922996878251,15.356865464632456,0.541578,0.712672,0.86757,0.738452,0.381373,1.0,dense_habitable,True,6,42,121,133,"Adarsh Premia (Elite Luxury, TAM 200) | Krishna Vilas (Ultra Luxury, TAM 24) | Tirumala Bala Pinnacle (Ultra Luxury, TAM 20) | Siri Pride (Ultra Luxury, TAM 7) | Sapthagiri (Ultra Luxury, TAM 6)","Aster RV Hospital (Ultra Premium, 7.1 min) | Cloudnine Hospital - Jayanagar (Ultra Premium, 7.0 min) | Apollo Speciality Hospitals (Ultra Premium, 6.8 min) | Cadabams Hospitals (Ultra Premium, 8.1 min) | Fortis Hospital (Ultra Premium, 11.9 min)",
71,876014596ffffff,Geddalahalli-Kodigehalli,58.071,Upper-Mid / Emerging Affluence,local_signal,1.0,0.0,2675.0,2675.0,2675.0,0.0,0.0,0.0,0.0,2702.14,2919.87,12903.385080645163,Premium Candidate,0.4869825791491202,,12.92014652014652,0.701489,0.737554,0.772454,0.698788,0.04937,0.751868,dense_habitable,True,22,30,46,102,"Pebble Bay (Ultra Luxury, TAM 600) | Anriya Dwellington (Ultra Luxury, TAM 168) | Raheja Pebble Bay (Elite Luxury, TAM 288) | Glen Classic (Super Luxury, TAM 288) | Hiranandani Glen Gate (Super Luxury, TAM 288)","People Tree Hospitals (Ultra Premium, 9.5 min) | Aster CMI Hospital (Ultra Premium, 10.5 min) | Mind and Brain hospital (Ultra Premium, 8.0 min) | Smiles Institute of Gastroenterology (Ultra Premium, 6.8 min) | Medstar Speciality Hospital (Ultra Premium, 8.6 min)",
72,8761892e3ffffff,K.S. Nissar Ahmed Ward,57.7328,Upper-Mid / Emerging Affluence,local_signal,1.0,0.0,603.0,603.0,603.0,0.0,0.0,0.0,0.0,689.44,1129.48,9360.341778440139,Mid-Segment,0.16732495413099638,5.0,28.1,0.509408,0.642228,0.827137,0.707541,0.53247,0.980079,dense_habitable,True,2,12,27,101,"Rose Heritage (Ultra Luxury, TAM 374) | Puravankara Purva Midtown Residences (Premium Luxury, TAM 229) | Sattva Magnificia (Elite Luxury, TAM 244) | Ncc Ivory Heights (Super Luxury, TAM 288) | Annciyas Classic Paradise (Super Luxury, TAM 44)","Cloudnine Hospital - HRBR (Ultra Premium, 5.4 min) | Trilife Hospital (Ultra Premium, 7.6 min) | Cloudnine Hospital - Whitefield (Ultra Premium, 9.6 min) | Surgecare Super Speciality Hospital (Ultra Premium, 3.2 min) | IIGU Hospital-Indus Institute of Gastro Uro (Ultra Premium, 5.7 min)",
73,876189271ffffff,Singasandra-Kudlu,57.66,Upper-Mid / Emerging Affluence,local_signal,1.0,0.0,661.0,661.0,661.0,0.0,0.0,0.0,0.0,982.49,2079.71,8326.247058823528,Mid-Segment,0.16705432811165374,3.237804878048781,12.459756097560977,0.633118,0.78779,0.766312,0.617085,0.294442,0.652158,habitable,True,4,17,38,83,"Lodha Haven (Elite Luxury, TAM 500) | Ranke Gr Swara (Elite Luxury, TAM 57) | G.R. One and Only (Elite Luxury, TAM 47) | Glory Fields (Premium Luxury, TAM 57) | Assetz Mizumi Reserve (Ultra Luxury, TAM 704)","Kauvery Hospitals (Ultra Premium, 10.1 min) | Manipal Hospital (Ultra Premium, 10.2 min) | Cloudnine Hospital (Ultra Premium, 11.5 min) | Lotus Multispeciality Center (Ultra Premium, 11.4 min) | Sakra World Hospital (Ultra Premium, 14.9 min)",
74,87618925bffffff,Ashoka Pillar-Dharmaraya Swamy Temple Ward,56.9992,Upper-Mid / Emerging Affluence,local_signal,1.0,0.0,872.0,872.0,872.0,0.0,0.0,0.0,0.0,1032.77,1817.98,9905.781659388647,Premium Candidate,0.2721090546135282,,,0.644783,0.764069,0.91828,0.565285,0.129104,0.916532,dense_habitable,True,18,67,168,177,"Mantri Blossom (Elite Luxury, TAM 266) | Prestige Richmond (Super Luxury, TAM 150) | Puravankara Orient Grand (Elite Luxury, TAM 97) | TVS Emerald Cascadia (Elite Luxury, TAM 63) | Prestige Botanique (Elite Luxury, TAM 34)","Cloudnine Hospital - Jayanagar (Ultra Premium, 5.4 min) | Vikram Aura Hospital (Ultra Premium, 7.3 min) | Sita Bhateja Specialty Hospital (Ultra Premium, 4.0 min) | Trustwell Hospitals (Super Premium, 4.5 min) | Apollo Speciality Hospitals (Ultra Premium, 5.3 min)",
75,87618924effffff,Doresanipalya-Puttenahalli,56.9571,Upper-Mid / Emerging Affluence,local_signal,1.0,0.0,1182.0,1182.0,1182.0,0.0,0.0,0.0,0.0,1505.46,2419.31,4642.818840579711,Mid-Segment,0.0,,,0.682912,0.800775,0.876959,0.323679,0.32063,0.895715,dense_habitable,True,11,28,62,125,"Mahindra Lifespace  Windchimes (Elite Luxury, TAM 403) | Vaishnavi Terraces (Elite Luxury, TAM 251) | Mantri Elite (Elite Luxury, TAM 230) | Artisane Forest Breeze (Ultra Luxury, TAM 75) | Vainavi Celestium (Ultra Luxury, TAM 68)","Fortis Hospital (Ultra Premium, 1.5 min) | Apollo Hospital (Ultra Premium, 3.1 min) | Aster RV Hospital (Ultra Premium, 4.8 min) | Cadabams Hospitals (Ultra Premium, 3.4 min) | Cloudnine Hospital - Jayanagar (Ultra Premium, 9.2 min)",
76,8761892f6ffffff,Cheemasandra,56.5906,Upper-Mid / Emerging Affluence,local_signal,0.8,0.0,6005.0,6005.0,6005.0,0.0,0.0,0.0,0.0,6110.58,6638.72,10707.237315875613,Mid-Segment,0.27894191871079954,4.0,9.4,0.796559,0.881456,0.365192,0.725609,0.0,0.414814,sparse_habitable,True,5,9,27,29,"Godrej Woodscapes (Elite Luxury, TAM 2,200) | Brigade Belvedere (Super Luxury, TAM 1,750) | Pruksa Silvana (Ultra Luxury, TAM 401) | Sattva Songbird (Premium Luxury, TAM 1,321) | NG Avani Abode (Elite Luxury, TAM 333)","Aster Women & Children Hospital (Ultra Premium, 24.9 min) | Aster Whitefield Hospital (Ultra Premium, 24.9 min) | Kinder Women's Hospital and Fertility Centre (Ultra Premium, 23.9 min) | RxDx Healthcare (Ultra Premium, 26.6 min) | Altor Hospital (Super Premium, 17.3 min)",
77,876016962ffffff,Raja Kempegowda Ward,56.3218,Upper-Mid / Emerging Affluence,local_signal,0.8667,0.0,880.0,880.0,880.0,0.0,0.0,0.0,0.0,1060.71,1768.88,4152.0,Mid-Segment,0.0,,,0.60724,0.710661,0.486762,0.195341,0.952387,0.385472,sparse_habitable,True,15,36,56,35,"Sobha Althea (Ultra Luxury, TAM 176) | The Retreat (Elite Luxury, TAM 200) | Century Saras (Premium Luxury, TAM 128) | Innovative Natura (Premium Luxury, TAM 68) | Almond Tree (Premium Luxury, TAM 50)","Maarga (Ultra Premium, 6.1 min) | Aster CMI Hospital (Ultra Premium, 16.1 min) | Mind and Brain hospital (Ultra Premium, 16.4 min) | Manipal Hospital (Super Premium, 11.3 min) | Aveksha Hospital (Ultra Premium, 14.7 min)",
78,876189274ffffff,Avalahalli-Gattahalli,56.1651,Upper-Mid / Emerging Affluence,local_signal,0.9,0.0,1648.0,1648.0,1648.0,0.0,0.0,0.0,0.0,1844.41,2649.35,6035.458333333334,Mid-Segment,0.02502899929547169,3.0,5.770731707317074,0.682554,0.79469,0.675276,0.449244,0.409251,0.30666,sparse_habitable,True,2,6,18,62,"Aditya Birla Evara (Ultra Luxury, TAM 1,594) | Adarsh Sanctuary (Elite Luxury, TAM 54) | Mana Dale (Premium Luxury, TAM 680) | JRC Wild Woods (Ultra Luxury, TAM 582) | Godrej Lakeside Orchard (Ultra Luxury, TAM 875)","Kauvery Hospitals (Ultra Premium, 15.6 min) | Manipal Hospital (Ultra Premium, 15.0 min) | Sakra World Hospital (Ultra Premium, 17.1 min) | Cloudnine Hospital (Ultra Premium, 16.3 min) | Belenus Champion Hospital (Ultra Premium, 12.7 min)",
79,876014584ffffff,Kamakshipalya,55.773,Upper-Mid / Emerging Affluence,local_signal,1.0,0.0,1788.0,1788.0,1788.0,0.0,0.0,0.0,0.0,1796.55,1868.29,10598.511858945674,Mid-Segment,0.22894108170345703,1.0,30.900000000000002,0.555677,0.549965,0.82169,0.742904,0.313459,1.0,dense_habitable,True,6,9,16,116,"KSDB Govindarajanagara and Vijayanagara 1607 houses (Premium Luxury, TAM 1,607) | Sri Sai Durga (Super Luxury, TAM 72) | Shakti Apartment (Super Luxury, TAM 72) | Imperium Nagnoors Park View (Ultra Luxury, TAM 12) | Saraswathi kt Apartment (Premium Luxury, TAM 16)","People Tree Hospitals (Ultra Premium, 13.7 min) | Apollo Hospitals (Ultra Premium, 11.0 min) | Brains Super Speciality Hospital (Ultra Premium, 8.2 min) | Vijayanagar Hospital (Super Premium, 1.6 min) | Manipal Hospital, Millers Road ( Vikram Hospitals ) (Ultra Premium, 16.7 min)",
80,8761892cdffffff,Dinnur,55.7256,Upper-Mid / Emerging Affluence,local_signal,1.0,0.0,472.0,472.0,472.0,0.0,0.0,0.0,0.0,570.96,1297.08,4841.313725490196,Mid-Segment,0.0,3.0,16.3,0.587652,0.721405,0.876716,0.380442,0.396988,1.0,dense_habitable,True,19,49,137,136,"Green Apple (Elite Luxury, TAM 105) | HM Tropical Tree (Elite Luxury, TAM 80) | Magnolia Delight (Ultra Luxury, TAM 48) | Akshaya Apartments (Ultra Luxury, TAM 30) | Vaishnavi Prakash Emerald (Elite Luxury, TAM 35)","Aster CMI Hospital (Ultra Premium, 9.0 min) | Manipal Hospital, Millers Road ( Vikram Hospitals ) (Ultra Premium, 9.5 min) | Trilife Hospital (Ultra Premium, 11.3 min) | Shishuka Children's Specialty Hospital (Ultra Premium, 8.0 min) | Fortis Hospital (Ultra Premium, 9.5 min)",
81,8761892dcffffff,Kannuru,55.6846,Upper-Mid / Emerging Affluence,local_signal,0.8667,0.0,7037.0,7037.0,7014.0,0.0,0.0,0.0,0.0,7593.17,9138.45,,Affordable,0.0,,,0.841119,0.965212,0.616813,0.058253,0.403224,0.459884,sparse_habitable,True,11,23,36,62,"Bhartiya City Nikoo Homes Phase 2 (Ultra Luxury, TAM 2,116) | Bhartiya City Nikoo Homes (Ultra Luxury, TAM 1,578) | Bhartiya City Nikoo Homes V Phase 1 (Ultra Luxury, TAM 1,444) | Nikoo Homes IV (Ultra Luxury, TAM 716) | Poulomi Florique (Ultra Luxury, TAM 448)","Regal Hospital (Super Premium, 3.7 min) | Cloudnine Hospital (Super Premium, 7.1 min) | Trilife Hospital (Ultra Premium, 16.5 min) | Shishuka Children's Specialty Hospital (Ultra Premium, 13.6 min) | Cloudnine Hospital - HRBR (Ultra Premium, 17.3 min)",
82,8761892e5ffffff,Vignananagara-Sangama Ward,55.5071,Upper-Mid / Emerging Affluence,local_signal,1.0,0.0,465.0,465.0,465.0,0.0,0.0,0.0,0.0,566.02,1379.81,4901.201418439717,Affordable,0.0202870110839342,4.0,,0.56593,0.718693,0.847435,0.33734,0.565585,0.850615,dense_habitable,True,6,19,46,110,"Adarsh Vista (Ultra Luxury, TAM 196) | Soul Space Arista (Ultra Luxury, TAM 135) | East Parade (Elite Luxury, TAM 40) | Brindavan Enclave (Super Luxury, TAM 44) | Integral Park Villa (Premium Luxury, TAM 40)","Manipal Hospitals Old Airport Road (Ultra Premium, 12.2 min) | Kinder Women's Hospital and Fertility Centre (Ultra Premium, 8.0 min) | Rainbow Children's Hospital (Ultra Premium, 4.1 min) | Sakra World Hospital (Ultra Premium, 12.1 min) | RxDx Healthcare (Ultra Premium, 10.9 min)",
83,876016960ffffff,Attur,54.4086,Mixed / Watchlist,local_signal,1.0,0.0,943.0,943.0,943.0,0.0,0.0,0.0,0.0,1147.2,1868.08,6832.0,Mid-Segment,0.03456404079115282,5.0,10.7,0.606595,0.71486,0.613201,0.493831,0.378996,0.775863,dense_habitable,True,12,31,56,60,"Aryan 1 Celeste (Ultra Luxury, TAM 130) | Pavani Residency (Premium Luxury, TAM 210) | VBHC Aurora (Super Luxury, TAM 72) | VRSP Vijaya Homes (Premium Luxury, TAM 100) | SPL Scintilla (Premium Luxury, TAM 82)","Maarga (Ultra Premium, 2.4 min) | Aster CMI Hospital (Ultra Premium, 13.6 min) | Aveksha Hospital (Ultra Premium, 8.4 min) | Mind and Brain hospital (Ultra Premium, 13.8 min) | Manipal Hospital (Super Premium, 8.7 min)",
84,876189244ffffff,Singasandra-Chikkathoguru,54.3572,Mixed / Watchlist,local_signal,0.9,0.0,661.0,661.0,661.0,0.0,0.0,0.0,0.0,921.97,1823.55,5694.909810126581,Affordable,0.009785021413429549,3.0,,0.626347,0.775084,0.786645,0.378711,0.360492,0.686842,habitable,True,7,14,28,99,"Mahindra Lifespace Zen (Ultra Luxury, TAM 228) | Princeton (Ultra Luxury, TAM 180) | Mahindra NewHaven (Super Luxury, TAM 119) | VGR Greens (Ultra Luxury, TAM 44) | Chartered Grasshopper (Elite Luxury, TAM 56)","Kauvery Hospitals (Ultra Premium, 7.6 min) | Lotus Multispeciality Center (Ultra Premium, 9.7 min) | Greenview Medical Center (Ultra Premium, 10.9 min) | Apollo Cradle & Children's Hospital (Super Premium, 3.6 min) | Springleaf Healthcare (Ultra Premium, 7.2 min)",
85,8761892daffffff,Byyappanahalli,54.0849,Mixed / Watchlist,local_signal,0.7333,0.0,1387.0,1387.0,1387.0,0.0,0.0,0.0,0.0,1446.46,1906.93,14000.0,Ultra Premium,0.7517809118074595,2.0,14.3,0.637972,0.72429,0.505855,0.832587,0.015016,0.423913,sparse_habitable,True,2,3,22,39,"Assetz Zen and Sato (Ultra Luxury, TAM 412) | Tvs Emerald Altura (Super Luxury, TAM 975) | Godrej Woods (Ultra Luxury, TAM 558)","Maarga (Ultra Premium, 13.8 min) | Manipal Hospital (Super Premium, 8.9 min) | Regal Hospital (Super Premium, 9.9 min) | Aster CMI Hospital (Ultra Premium, 23.9 min) | Mind and Brain hospital (Ultra Premium, 21.1 min)",
86,8761892f5ffffff,Kitthaganur-Bhattarahalli,54.0441,Mixed / Watchlist,local_signal,1.0,0.0,1712.0,1712.0,1712.0,0.0,0.0,0.0,0.0,1787.82,2536.92,4363.870967741936,Mixed - Affordable leaning,0.0003138327452831393,,35.3,0.679606,0.774508,0.705467,0.325919,0.370888,0.703627,habitable,True,4,7,22,62,"Pashmina Waterfront (Elite Luxury, TAM 725) | Brigade Lakecrest (Super Luxury, TAM 604) | Pride Euphora (Ultra Luxury, TAM 212) | RJ Lake Gardenia (Elite Luxury, TAM 171) | Shriram Blue (Luxury, TAM 471)","Aster Women & Children Hospital (Ultra Premium, 12.2 min) | Aster Whitefield Hospital (Ultra Premium, 12.2 min) | Kinder Women's Hospital and Fertility Centre (Ultra Premium, 11.3 min) | Altor Hospital (Super Premium, 4.7 min) | RxDx Healthcare (Ultra Premium, 13.9 min)",
87,8761892eaffffff,HRBR Layout-Subbayanapalya,53.9002,Mixed / Watchlist,local_signal,1.0,0.0,70.0,70.0,70.0,0.0,0.0,0.0,0.0,185.54,550.16,7735.791717417783,Mid-Segment,0.1031907271134378,3.0,,0.422522,0.563136,0.912268,0.621173,0.523334,1.0,dense_habitable,True,4,36,119,141,"SLV Mansion (Ultra Luxury, TAM 22) | Thirumargadarshi Bethel Heights (Premium Luxury, TAM 24) | Shagna Nirmaan (Elite Luxury, TAM 12) | Sunshine (Premium Luxury, TAM 12) | Embassy Pristine (Elite Luxury, TAM 424)","Trilife Hospital (Ultra Premium, 1.6 min) | Cloudnine Hospital - HRBR (Ultra Premium, 4.2 min) | Cura Hospitals (Ultra Premium, 1.4 min) | Shishuka Children's Specialty Hospital (Ultra Premium, 3.4 min) | Cloudnine Hospital - Whitefield (Ultra Premium, 9.9 min)",
88,8760145a6ffffff,Kempambudhi Ward-N.R Colony,53.4164,Mixed / Watchlist,local_signal,1.0,0.0,818.0,818.0,818.0,0.0,0.0,0.0,0.0,1029.0,1689.53,5827.931279620854,Mid-Segment,0.07678804409556307,,,0.666035,0.767075,0.900982,0.41011,0.08225,0.999737,dense_habitable,True,41,78,117,140,"Brigade Vintage (Super Luxury, TAM 150) | G R Templeton (Ultra Luxury, TAM 60) | Brigade Hill View  (Ultra Luxury, TAM 48) | Ascent Veda (Ultra Luxury, TAM 40) | Jains Sankalp (Ultra Luxury, TAM 29)","Cloudnine Hospital - Jayanagar (Ultra Premium, 6.0 min) | Rangadore Memorial Hospital (Ultra Premium, 2.4 min) | Apollo Speciality Hospitals (Ultra Premium, 5.9 min) | Sagar Chandramma Hospitals (Super Premium, 2.5 min) | Aster RV Hospital (Ultra Premium, 12.2 min)",
89,8761892e8ffffff,Old Baiyappanahalli-Maruthi Seva Nagara,53.2629,Mixed / Watchlist,local_signal,1.0,0.0,471.0,471.0,471.0,0.0,0.0,0.0,0.0,562.73,1147.28,2391.360946745562,Affordable,0.022652105527882962,,,0.566016,0.664373,0.933103,0.129151,0.647994,0.682689,habitable,True,23,109,204,165,"Koncept Ambience Downtown (Elite Luxury, TAM 124) | Fairmount Towers Apartments (Premium Luxury, TAM 70) | Vineyard Residency (Premium Luxury, TAM 56) | EGPI Arcadia (Premium Luxury, TAM 43) | Rita Manor (Ultra Luxury, TAM 12)","Cloudnine Hospital - Whitefield (Ultra Premium, 4.8 min) | Trilife Hospital (Ultra Premium, 7.6 min) | Manipal Hospitals Old Airport Road (Ultra Premium, 10.8 min) | Vikram Aura Hospital (Ultra Premium, 10.1 min) | Cloudnine Hospital - HRBR (Ultra Premium, 9.9 min)",
