project_id,city_id,name,locality,pincode,existing_source,query,osm_lat,osm_lon,osm_display_name,accepted,acceptance_reason,cache_status
project_69fa6dc746e6d6bf,delhi_ncr,The Basera CGHS,Sector 56,122011.0,validated_candidate_geocode,"The Basera CGHS, Sector 56, 122011.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_234e5c0dff66f342,delhi_ncr,Millennium Residency,Sector 47,122018.0,validated_candidate_geocode,"Millennium Residency, Sector 47, 122018.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_36ecb364de5e588c,delhi_ncr,Metro Suites,Vaishali,201012.0,validated_candidate_geocode,"Metro Suites, Vaishali, 201012.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_b76e65ec4c48b671,delhi_ncr,Devika Apartments,Vaishali,201012.0,validated_candidate_geocode,"Devika Apartments, Vaishali, 201012.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_f530a3c61de0c4f6,delhi_ncr,Great value Anandam,"Sector 107, Dadri Road",201301.0,validated_candidate_geocode,"Great value Anandam, Sector 107, Dadri Road, 201301.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_b227e00eb5d35bf1,delhi_ncr,M3M Flora,Sector 68,122101.0,validated_candidate_geocode,"M3M Flora, Sector 68, 122101.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_b3744edc02e8ca46,delhi_ncr,Adani Samsara,Sector 60,122102.0,validated_candidate_geocode,"Adani Samsara, Sector 60, 122102.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_cb09c2e24a4eff66,delhi_ncr,Thapar The Arthah,Vaishali,201012.0,validated_candidate_geocode,"Thapar The Arthah, Vaishali, 201012.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_c1efaeffabaf03b2,delhi_ncr,Ansal Celebrity Suites,Palam Vihar,122017.0,validated_candidate_geocode,"Ansal Celebrity Suites, Palam Vihar, 122017.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_61bad4eabe5a31c5,delhi_ncr,The Element,Siddharth Vihar,201009.0,validated_candidate_geocode,"The Element, Siddharth Vihar, 201009.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_d1fdc937bbae887e,delhi_ncr,Palm Grove Apartments,Sector 50,201304.0,validated_candidate_geocode,"Palm Grove Apartments, Sector 50, 201304.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_25749aaa938c6f0c,delhi_ncr,Eastend Apartments,Indirapuram,201014.0,validated_candidate_geocode,"Eastend Apartments, Indirapuram, 201014.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_b1331139f0b6fe75,delhi_ncr,Jeevan Ashray CGHS,"Sector 62, NH 24",201309.0,validated_candidate_geocode,"Jeevan Ashray CGHS, Sector 62, NH 24, 201309.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_3d2f7ccb2459eb14,delhi_ncr,T&T The Blue,Siddharth Vihar,201009.0,validated_candidate_geocode,"T&T The Blue, Siddharth Vihar, 201009.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_42af479ece86a538,delhi_ncr,Royal Legacy,Vasundhara,201012.0,validated_candidate_geocode,"Royal Legacy, Vasundhara, 201012.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_f90f7595e33c0f86,delhi_ncr,Sobha Smriti Apartments,Sector 56,122011.0,validated_candidate_geocode,"Sobha Smriti Apartments, Sector 56, 122011.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_1b2d0b3139ce3d3e,delhi_ncr,Birla Navya Avik Phase 1,Sector 63A,122102.0,unmapped,"Birla Navya Avik Phase 1, Sector 63A, 122102.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_dc165d98be5e17db,delhi_ncr,Ushma Urja Apartments,"Sector 62, NH 24",201309.0,validated_candidate_geocode,"Ushma Urja Apartments, Sector 62, NH 24, 201309.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_36b25b91a78f7892,delhi_ncr,Trehan Luxury Floors,Sector 71,122004.0,validated_candidate_geocode,"Trehan Luxury Floors, Sector 71, 122004.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_48172393d3dc0e21,delhi_ncr,BNB Nature Valley,Sector 70,122101.0,validated_candidate_geocode,"BNB Nature Valley, Sector 70, 122101.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_6fd2364f2653eb01,delhi_ncr,Tulip Leaf,Sector 69,122001.0,validated_candidate_geocode,"Tulip Leaf, Sector 69, 122001.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_4e602bf23642a1c2,delhi_ncr,Prangan Apartments,"Sector 62, NH 24",201309.0,validated_candidate_geocode,"Prangan Apartments, Sector 62, NH 24, 201309.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_b622d153b9445b57,delhi_ncr,Arihant Southwinds,Surajkund,121010.0,unmapped,"Arihant Southwinds, Surajkund, 121010.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_de5f9a0e64832bd9,delhi_ncr,Park View Apartment,Sector 56,122011.0,validated_candidate_geocode,"Park View Apartment, Sector 56, 122011.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_9791a3ea9f5c5995,delhi_ncr,Vipul Floors,Sector 49,122018.0,validated_candidate_geocode,"Vipul Floors, Sector 49, 122018.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_5c3e2ca86db9853b,delhi_ncr,Sneh Kunj Apartments,"Sector 62, NH 24",201309.0,validated_candidate_geocode,"Sneh Kunj Apartments, Sector 62, NH 24, 201309.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_47427a351ed425d3,delhi_ncr,Agarwal The Resort,National Highway 24,201015.0,unmapped,"Agarwal The Resort, National Highway 24, 201015.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_6bbebc7e6e4bc2eb,delhi_ncr,Spaze Kalistaa,Sector 84,122004.0,validated_candidate_geocode,"Spaze Kalistaa, Sector 84, 122004.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_ed6d25afdadaf670,delhi_ncr,Parsvnath Residency,Sector 51,201304.0,validated_candidate_geocode,"Parsvnath Residency, Sector 51, 201304.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_355b8b11737689c7,delhi_ncr,Amrapali Titanium,"Sector 119, Pusta Road",201307.0,validated_candidate_geocode,"Amrapali Titanium, Sector 119, Pusta Road, 201307.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_75de50d5420d68d9,delhi_ncr,Mapsko The Icon 79,Sector 79,122004.0,validated_candidate_geocode,"Mapsko The Icon 79, Sector 79, 122004.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_e1dab389cbc05b51,delhi_ncr,Maitry Reserve Bank Society,Sector 56,122011.0,validated_candidate_geocode,"Maitry Reserve Bank Society, Sector 56, 122011.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_164803c7930f6def,delhi_ncr,Antriksh Greens,Sector 45,122022.0,validated_candidate_geocode,"Antriksh Greens, Sector 45, 122022.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_03f90be92bcfd74b,delhi_ncr,Signature Global City 79B,Sector 79,122004.0,validated_candidate_geocode,"Signature Global City 79B, Sector 79, 122004.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_bb85817c4471a0d8,delhi_ncr,Royale Retreat I,"Charmwood Village, Sector 39, Suraj Kund Badkhal Road",121009.0,validated_candidate_geocode,"Royale Retreat I, Charmwood Village, Sector 39, Suraj Kund Badkhal Road, 121009.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_cf17deb0adeb31fc,delhi_ncr,Samanvay Apartment,Sector 56,122011.0,validated_candidate_geocode,"Samanvay Apartment, Sector 56, 122011.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_67831cf823ea77fe,delhi_ncr,Bhagwanti Apartment,Sector 56,122011.0,validated_candidate_geocode,"Bhagwanti Apartment, Sector 56, 122011.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_70fbf246ab220417,delhi_ncr,Vatika Sovereign Park,Sector 99,122001.0,validated_candidate_geocode,"Vatika Sovereign Park, Sector 99, 122001.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_7664baa87dd234d2,delhi_ncr,The Castle Society,Sector 56,122011.0,validated_candidate_geocode,"The Castle Society, Sector 56, 122011.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_581d9965b9a147dc,delhi_ncr,Urban Green,Sector 39,122022.0,unmapped,"Urban Green, Sector 39, 122022.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_f7f704992665fad9,delhi_ncr,The Core Ultra Wide,Crossings Republik,201016.0,validated_candidate_geocode,"The Core Ultra Wide, Crossings Republik, 201016.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_c32f55ff7ca81a26,delhi_ncr,Central Park Clover Floors,Sector 32 Sohna,122102.0,unmapped,"Central Park Clover Floors, Sector 32 Sohna, 122102.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_f7b1b35e1df25cfc,delhi_ncr,BLGC Superb,"Sector 110, Dadri Road",201304.0,validated_candidate_geocode,"BLGC Superb, Sector 110, Dadri Road, 201304.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_48ff2a4ca92e023d,delhi_ncr,BPTP The Deck,Sector 82,121002.0,validated_candidate_geocode,"BPTP The Deck, Sector 82, 121002.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_268109ee22ccd732,delhi_ncr,KPG Raj Villas,Sikrod,201003.0,validated_candidate_geocode,"KPG Raj Villas, Sikrod, 201003.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_84957ec808182118,delhi_ncr,TRS Tamara,Kaushambi,201012.0,validated_candidate_geocode,"TRS Tamara, Kaushambi, 201012.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_b121beb0ef5fab28,delhi_ncr,Luxury Floors,Indirapuram,201014.0,validated_candidate_geocode,"Luxury Floors, Indirapuram, 201014.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_6664f75e486db076,delhi_ncr,Luxury Builder Floors,"Malibu Town, Sector 47",122018.0,validated_candidate_geocode,"Luxury Builder Floors, Malibu Town, Sector 47, 122018.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_12a997c96a9397d7,delhi_ncr,Parnami Luxury Homes,Phase 1 DLF,122002.0,validated_candidate_geocode,"Parnami Luxury Homes, Phase 1 DLF, 122002.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_2b3b39e3d228e89b,delhi_ncr,Parnami Luxury Homes,"Sushant Lok-I, Sector 43",122002.0,validated_candidate_geocode,"Parnami Luxury Homes, Sushant Lok-I, Sector 43, 122002.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_379ad22a32638787,delhi_ncr,SRS Luxury Floors,"Nirvana Country, Sector 50",122018.0,validated_candidate_geocode,"SRS Luxury Floors, Nirvana Country, Sector 50, 122018.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_35fbe0de51960cfe,delhi_ncr,SRS Luxury Floors,"Malibu Town, Sector 47",122018.0,unmapped,"SRS Luxury Floors, Malibu Town, Sector 47, 122018.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_a834c7a8d732800b,delhi_ncr,CRS Luxury Builder Floors,South City 1,122022.0,validated_candidate_geocode,"CRS Luxury Builder Floors, South City 1, 122022.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_699baf7692bd005d,delhi_ncr,Luxury Builder Floors,Sushant Lok,122022.0,validated_candidate_geocode,"Luxury Builder Floors, Sushant Lok, 122022.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_ef5b23c65d8d155a,delhi_ncr,Bargainer Independent Floor at DLF Phase 2,Phase 2 DLF,122022.0,validated_candidate_geocode,"Bargainer Independent Floor at DLF Phase 2, Phase 2 DLF, 122022.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_01fab1af9d95878c,delhi_ncr,Trehan Luxury Floors,Golf Course Extension Road,122005.0,unmapped,"Trehan Luxury Floors, Golf Course Extension Road, 122005.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_e84eed825993a4d2,delhi_ncr,SRS Floors,Sector 57,122003.0,validated_candidate_geocode,"SRS Floors, Sector 57, 122003.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_99b80bb1ad2bc746,delhi_ncr,Miglani Luxury Floors,Phase 2 DLF,122022.0,validated_candidate_geocode,"Miglani Luxury Floors, Phase 2 DLF, 122022.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_080bab26eb52fae5,delhi_ncr,Gurgaon Luxury Floors,Golf Course Extension Road,122005.0,unmapped,"Gurgaon Luxury Floors, Golf Course Extension Road, 122005.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_6cec5ced5f1495ac,delhi_ncr,Luxury Floors Gurgaon,Phase 4 DLF,122022.0,unmapped,"Luxury Floors Gurgaon, Phase 4 DLF, 122022.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_d63dc4d90ffc9147,delhi_ncr,Luxury Floors,Phase 1 DLF,122002.0,validated_candidate_geocode,"Luxury Floors, Phase 1 DLF, 122002.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_7b5445f2afda0f6a,delhi_ncr,Luxury Floors Gurgaon,Sector 57,122003.0,validated_candidate_geocode,"Luxury Floors Gurgaon, Sector 57, 122003.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_198735f4bb263fdd,delhi_ncr,Bhutani Cyberthum,Sector 140A,201305.0,validated_candidate_geocode,"Bhutani Cyberthum, Sector 140A, 201305.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_d3b2b6e5befe90d4,delhi_ncr,3C Lotus Panache,"Sector 110, Dadri Road",201304.0,unmapped,"3C Lotus Panache, Sector 110, Dadri Road, 201304.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_a6d0ed6a90bea7b2,delhi_ncr,The 3C Lotus Boulevard,Sector 100,201303.0,validated_candidate_geocode,"The 3C Lotus Boulevard, Sector 100, 201303.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_ba23bb81b101bd60,delhi_ncr,Supertech Hues,Sector 68,122101.0,validated_candidate_geocode,"Supertech Hues, Sector 68, 122101.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_00fcfbc881aefd8f,delhi_ncr,Jaypee Greens Krescent Homes,"Sector 129, Noida Express Way",201304.0,validated_candidate_geocode,"Jaypee Greens Krescent Homes, Sector 129, Noida Express Way, 201304.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_5acf5486c7e05238,delhi_ncr,RPS Palms Drive,Sector 88,121002.0,validated_candidate_geocode,"RPS Palms Drive, Sector 88, 121002.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_76514b7ea41aafa7,delhi_ncr,ABA Corp Cleo County Bleu Casa,Sector 121,201307.0,validated_candidate_geocode,"ABA Corp Cleo County Bleu Casa, Sector 121, 201307.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_699fda295791447f,delhi_ncr,Jaypee Green Kosmos Phase 2,"Sector 134, Noida Express Way",201304.0,validated_candidate_geocode,"Jaypee Green Kosmos Phase 2, Sector 134, Noida Express Way, 201304.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_620ae5b9138d0cbf,delhi_ncr,RPS Savana,Sector 88,121002.0,validated_candidate_geocode,"RPS Savana, Sector 88, 121002.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_365cb154ffd83233,delhi_ncr,Smart World Gems,Sector 89,122004.0,validated_candidate_geocode,"Smart World Gems, Sector 89, 122004.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_408c4e937255780d,delhi_ncr,Ivory County,Sector 115,201301.0,validated_candidate_geocode,"Ivory County, Sector 115, 201301.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_268938d994c88362,delhi_ncr,Amrapali Sapphire,"Sector 45, Noida Express Way",201303.0,validated_candidate_geocode,"Amrapali Sapphire, Sector 45, Noida Express Way, 201303.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_56eb8351fe0c1d70,delhi_ncr,VVIP Addresses,Raj Nagar Extension,201003.0,validated_candidate_geocode,"VVIP Addresses, Raj Nagar Extension, 201003.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_20cddad599449bfe,delhi_ncr,Supertech North Eye,Sector 74,201301.0,validated_candidate_geocode,"Supertech North Eye, Sector 74, 201301.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_50542f212ff56789,delhi_ncr,Amrapali Zodiac,Sector 120,201301.0,validated_candidate_geocode,"Amrapali Zodiac, Sector 120, 201301.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_174cfea2eefaef3e,delhi_ncr,IITL Nimbus The Hyde Park,Sector 78,201305.0,validated_candidate_geocode,"IITL Nimbus The Hyde Park, Sector 78, 201305.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_f5c97e0b27dc9b02,delhi_ncr,Gaur City 4th Avenue,Noida Extension,201009.0,unmapped,"Gaur City 4th Avenue, Noida Extension, 201009.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_ec7a32faf654e272,delhi_ncr,Pan Oasis,Sector 70,201307.0,validated_candidate_geocode,"Pan Oasis, Sector 70, 201307.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_49d9aef394570837,delhi_ncr,Jaypee Kasa Isles,"Sector 129, Noida Express Way",201304.0,validated_candidate_geocode,"Jaypee Kasa Isles, Sector 129, Noida Express Way, 201304.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_e94630f3e5744e8a,delhi_ncr,Amrapali Princely Estate,Sector 76,201304.0,validated_candidate_geocode,"Amrapali Princely Estate, Sector 76, 201304.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_4363c46a8a0dd57a,delhi_ncr,Aditya City Apartments,National Highway 24,201015.0,unmapped,"Aditya City Apartments, National Highway 24, 201015.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_a9d5d6d075231eee,delhi_ncr,Prateek Wisteria,Sector 77,201301.0,validated_candidate_geocode,"Prateek Wisteria, Sector 77, 201301.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_e29e38d80dfe2a9b,delhi_ncr,Unitech Residences,Sector 33,122018.0,validated_candidate_geocode,"Unitech Residences, Sector 33, 122018.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_9db1f07480160120,delhi_ncr,Jaypee Kensington Boulevard,"Sector 131, Noida Express Way",201304.0,validated_candidate_geocode,"Jaypee Kensington Boulevard, Sector 131, Noida Express Way, 201304.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_0859253dc5902e3a,delhi_ncr,Signature Global Daxin Vistas,Sohna,122103.0,validated_candidate_geocode,"Signature Global Daxin Vistas, Sohna, 122103.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_f4a9ae30da5beee9,delhi_ncr,Ajnara Integrity,Raj Nagar Extension,201003.0,validated_candidate_geocode,"Ajnara Integrity, Raj Nagar Extension, 201003.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_01c3d4f18693a5df,delhi_ncr,AGC Realty Homes 121,Sector 121,201307.0,validated_candidate_geocode,"AGC Realty Homes 121, Sector 121, 201307.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_a053ba3eb862a8dc,delhi_ncr,Sikka The Crown of Noida,"Sector 143, Noida Express Way",201305.0,validated_candidate_geocode,"Sikka The Crown of Noida, Sector 143, Noida Express Way, 201305.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_a738673055aac31f,delhi_ncr,Green Court,Sector 90,122505.0,validated_candidate_geocode,"Green Court, Sector 90, 122505.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_0b22f15ec5c2f71f,delhi_ncr,Sikka Kaamna Greens,"Sector 143A, Noida Express Way",201306.0,validated_candidate_geocode,"Sikka Kaamna Greens, Sector 143A, Noida Express Way, 201306.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_26feb20f25d97c4d,delhi_ncr,Saya Gold Avenue,Indirapuram,201014.0,validated_candidate_geocode,"Saya Gold Avenue, Indirapuram, 201014.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_02e52772c95be508,delhi_ncr,Galaxy Blue Sapphire Plaza,Noida Extension,201009.0,unmapped,"Galaxy Blue Sapphire Plaza, Noida Extension, 201009.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_1a3a177a83030275,delhi_ncr,Jaypee Wish Town Klassic,"Sector 129, Noida Express Way",201304.0,validated_candidate_geocode,"Jaypee Wish Town Klassic, Sector 129, Noida Express Way, 201304.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_cc159ad774c3c854,delhi_ncr,TLC The First Acre,Sector 78,122004.0,validated_candidate_geocode,"TLC The First Acre, Sector 78, 122004.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_dbdfcd12e4e44f98,delhi_ncr,Saviour Infra Greenarch,Noida Extension,201009.0,unmapped,"Saviour Infra Greenarch, Noida Extension, 201009.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_04000f8ff1d0f29b,delhi_ncr,M3M Boutique Floors,Sector 89,122004.0,validated_candidate_geocode,"M3M Boutique Floors, Sector 89, 122004.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_e31d47e9b429dab5,delhi_ncr,ACE Divino,Noida Extension,201009.0,unmapped,"ACE Divino, Noida Extension, 201009.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_38baf9447b7d49ca,delhi_ncr,Mahagun Mascot,Crossings Republik,201016.0,validated_candidate_geocode,"Mahagun Mascot, Crossings Republik, 201016.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_eb0f8795cc0c29eb,delhi_ncr,DLF New Town Heights 1,Sector 90,122505.0,validated_candidate_geocode,"DLF New Town Heights 1, Sector 90, 122505.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_95fc121563492902,delhi_ncr,Shapoorji Pallonji Joyville,Sector 102,122006.0,validated_candidate_geocode,"Shapoorji Pallonji Joyville, Sector 102, 122006.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_6a54c4f47b5f0da4,delhi_ncr,Panchsheel Greens,Noida Extension,201009.0,unmapped,"Panchsheel Greens, Noida Extension, 201009.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_e97035f3f1b58dc5,delhi_ncr,Nirala Aspire,Noida Extension,201009.0,validated_candidate_geocode,"Nirala Aspire, Noida Extension, 201009.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_fb97b5c76ac32bfc,delhi_ncr,AVL 36 Gurgaon,Sector 36A,122004.0,validated_candidate_geocode,"AVL 36 Gurgaon, Sector 36A, 122004.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_fa513c29f789a189,delhi_ncr,Windsor Paradise 2,Raj Nagar Extension,201003.0,validated_candidate_geocode,"Windsor Paradise 2, Raj Nagar Extension, 201003.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_6c7bb06c7e39c50b,delhi_ncr,Rudra Palace Heights,Noida Extension,201009.0,unmapped,"Rudra Palace Heights, Noida Extension, 201009.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_9cdfd9a088f09045,delhi_ncr,Future Estate,Noida Extension,201009.0,unmapped,"Future Estate, Noida Extension, 201009.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_5c99a4be094ba8b4,delhi_ncr,Tulip Violet,Sector 69,122001.0,validated_candidate_geocode,"Tulip Violet, Sector 69, 122001.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_cb88c36298b1e810,delhi_ncr,Signature The Serenas,Sector 36 Sohna,122102.0,validated_candidate_geocode,"Signature The Serenas, Sector 36 Sohna, 122102.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_9cc115c0a5ade7df,delhi_ncr,Supertech Hilltown,Sector 2 Sohna,122103.0,validated_candidate_geocode,"Supertech Hilltown, Sector 2 Sohna, 122103.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_2959cc9515868894,delhi_ncr,Addela Palm Resort,Raj Nagar Extension,201003.0,validated_candidate_geocode,"Addela Palm Resort, Raj Nagar Extension, 201003.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_f17767505d5c5fa1,delhi_ncr,ATS Homekraft Happy Trails,Noida Extension,201009.0,unmapped,"ATS Homekraft Happy Trails, Noida Extension, 201009.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_e959d290ebf96d6b,delhi_ncr,Gaur Grandeur,"Sector 119, Pusta Road",201307.0,unmapped,"Gaur Grandeur, Sector 119, Pusta Road, 201307.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_a7d021fa739769d8,delhi_ncr,Ramprastha The Edge Towers,"Sector 37D, Delhi Gurgaon Expressway",122001.0,validated_candidate_geocode,"Ramprastha The Edge Towers, Sector 37D, Delhi Gurgaon Expressway, 122001.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_b869598a316bc5ab,delhi_ncr,Unitech Vistas,Sector 70,122101.0,validated_candidate_geocode,"Unitech Vistas, Sector 70, 122101.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_e62e9b5ed65a93b1,delhi_ncr,Signature Global City 81,Sector 81,122051.0,validated_candidate_geocode,"Signature Global City 81, Sector 81, 122051.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_4c8cf4a8256284b4,delhi_ncr,Sikka Karnam Greens,Sector 143B,201306.0,validated_candidate_geocode,"Sikka Karnam Greens, Sector 143B, 201306.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_8c4509c40599b3d4,delhi_ncr,Amrapali Tropical Garden,Noida Extension,201009.0,validated_candidate_geocode,"Amrapali Tropical Garden, Noida Extension, 201009.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_c3b389b120bb45de,delhi_ncr,Ashiana Amarah,Sector 93,122505.0,validated_candidate_geocode,"Ashiana Amarah, Sector 93, 122505.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_2f28dabdf594cc9a,delhi_ncr,Godrej Nature Plus,Sector 33 Sohna,122102.0,unmapped,"Godrej Nature Plus, Sector 33 Sohna, 122102.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_6f2092b934b56380,delhi_ncr,Panchsheel Wellington,Crossings Republik,201016.0,validated_candidate_geocode,"Panchsheel Wellington, Crossings Republik, 201016.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_ad309ea526857cab,delhi_ncr,Rajnagar Residency,Raj Nagar Extension,201003.0,validated_candidate_geocode,"Rajnagar Residency, Raj Nagar Extension, 201003.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_f1bd1d9072735ef3,delhi_ncr,ATS Le Grandiose,"Sector 150, Pusta Road",201310.0,validated_candidate_geocode,"ATS Le Grandiose, Sector 150, Pusta Road, 201310.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_6fe184c540d8feff,delhi_ncr,Apex Kremlin,Siddharth Vihar,201009.0,validated_candidate_geocode,"Apex Kremlin, Siddharth Vihar, 201009.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_05c066f63eac208a,delhi_ncr,Jaypee Greens Pavilion Court,"Sector 128, Noida Express Way",201304.0,validated_candidate_geocode,"Jaypee Greens Pavilion Court, Sector 128, Noida Express Way, 201304.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_4b01d2a254fdf0a5,delhi_ncr,Gulshan Bellina,Noida Extension,201009.0,unmapped,"Gulshan Bellina, Noida Extension, 201009.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_e44db55fe8385c78,delhi_ncr,DLF Express Greens,Manesar,122051.0,validated_candidate_geocode,"DLF Express Greens, Manesar, 122051.0, Delhi NCR, India",,,,False,no_osm_result,miss
project_cf83efe3600a1e77,delhi_ncr,Gaur Cascades,Raj Nagar Extension,201003.0,validated_candidate_geocode,"Gaur Cascades, Raj Nagar Extension, 201003.0, Delhi NCR, India",,,,False,no_osm_result,miss
